,acc_account_id,acc_frequency,acc_date,loan_loan_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,trans_datediff,trans_last_trans,trans_n_trans,trans_sum_amount,trans_avg_amount,trans_credit,trans_withdrawal,trans_household_amount,trans_insurance_amount,trans_interest_amount,trans_loan_amount,trans_pension_amount,trans_sanction_amount,trans_statement_amount,trans_int_rate,disp_disp_id,disp_owner,cc_card_id,cc_type,cc_date,cc_owner,dist_dist_name,dist_dist_region,dist_nb_habitants,dist_ratio_urban,dist_avg_salary,dist_unemp_95,dist_unemp_96,dist_nb_entrepreneurs,dist_crimes_95,dist_crimes_96,cust_client_id,cust_g,cust_age,cust_age_group,ord_amount,ord_leasing,ord_hh_payment,ord_loan_payment,ord_insr_payment,cc_create_time,loan_create_time
1311,3380,Monthly Issuance,1993-12-10,,,,,,,5.977346278317152,1998-12-31 00:00:00.000000,310,918067.9999999991,2961.5096774193516,472818.39999999985,445249.5999999995,249432.0,0.0,6412.400000000002,0.0,0.0,0.0,817.6000000000008,0.006984667802385018,4087,1,,,,,Zlin,south Moravia,197099,74.7,9624,1.60,2.31,145,4484,4265,4087,F,53,50,4376.0,0.0,4376.0,0.0,0.0,,
1312,2128,Monthly Issuance,1993-12-10,,,,,,,6.303754266211604,1998-12-31 00:00:00.000000,294,653526.2999999992,2222.8785714285686,336022.7000000001,317503.6,201656.0,0.0,4658.699999999998,0.0,330864.0,0.0,817.6000000000008,0.007128557794843151,2574,1,,,,,Domazlice,west Bohemia,58400,52.4,8620,1.10,1.25,100,1089,1117,2574,F,67,60,3601.0,0.0,3601.0,0.0,0.0,,
1313,903,Monthly Issuance,1993-12-10,,,,,,,5.700617283950617,1998-12-31 00:00:00.000000,325,512308.8999999994,1576.3350769230751,266321.29999999993,245987.60000000024,147060.0,0.0,4690.3,0.0,0.0,0.0,817.6000000000008,0.00915521865811819,1088,1,,,,,Pardubice,east Bohemia,162580,72.8,9538,1.51,1.81,111,6079,5410,1088,F,30,30,2580.0,0.0,2580.0,0.0,0.0,,
1314,1762,Monthly Issuance,1993-12-11,5310.0,1995-04-28,248148.0,36.0,6893.0,A,3.775051124744376,1998-12-31 00:00:00.000000,490,2516425.2000000025,5135.561632653066,1272879.2000000002,1243546.0,46915.0,108460.0,7859.200000000001,248148.0,0.0,0.0,803.0000000000008,0.0031231605851030236,2136,1,,,,,Plzen - sever,west Bohemia,72541,36.9,8594,1.62,2.01,112,1580,1525,2136,F,59,50,13070.0,0.0,853.0,6893.0,1972.0,,503.0
1315,61,Monthly Issuance,1993-12-11,,,,,,,5.461538461538462,1998-12-31 00:00:00.000000,339,474569.39999999956,1399.909734513273,246496.40000000002,228073.0000000002,92120.0,0.0,4656.4,0.0,241140.0,0.0,803.0000000000008,0.009811842061456142,70,1,,,,,Karvina,north Moravia,285387,89.9,10177,6.63,7.75,81,9878,10108,70,M,74,70,2313.0,0.0,2313.0,0.0,0.0,,
1316,61,Monthly Issuance,1993-12-11,,,,,,,5.461538461538462,1998-12-31 00:00:00.000000,339,474569.39999999956,1399.909734513273,246496.40000000002,228073.0000000002,92120.0,0.0,4656.4,0.0,241140.0,0.0,803.0000000000008,0.009811842061456142,71,0,,,,,Karvina,north Moravia,285387,89.9,10177,6.63,7.75,81,9878,10108,71,F,72,70,2313.0,0.0,2313.0,0.0,0.0,,
1317,391,Monthly Issuance,1993-12-11,,,,,,,4.883597883597884,1998-12-31 00:00:00.000000,379,810766.099999999,2139.2245382585725,414719.30000000005,396046.7999999997,0.0,0.0,7714.3,0.0,0.0,0.0,846.8000000000009,0.009514828012666057,472,1,,,,,Liberec,north Bohemia,159617,85.2,9198,3.33,4.28,131,5796,6132,472,M,18,10,,,,,,,
1318,2305,Monthly Issuance,1993-12-11,,,,,,,6.117449664429531,1998-12-08 00:00:00.000000,299,519144.6,1736.2695652173911,250518.5,268626.1000000001,89500.0,0.0,2698.4999999999995,0.0,0.0,2285.1,511.00000000000034,0.005197973743731515,2789,1,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,2789,F,48,40,,,,,,,
1319,1588,Monthly Issuance,1993-12-11,,,,,,,5.841772151898734,1998-12-31 00:00:00.000000,317,542639.2999999996,1711.7958990536265,278988.29999999993,263651.00000000023,136808.0,0.0,5488.299999999999,0.0,0.0,0.0,803.0000000000008,0.01011408499163257,1924,1,,,,,Bruntal,north Moravia,106054,63.1,8110,5.77,6.55,109,3244,3079,1924,M,61,60,2443.0,0.0,2443.0,0.0,0.0,,
1320,183,Monthly Issuance,1993-12-12,,,,,,,4.8680738786279685,1998-12-31 00:00:00.000000,380,1895868.600000002,4989.127894736847,970741.5999999999,925126.9999999991,291312.0,0.0,8411.6,0.0,0.0,0.0,803.0000000000008,0.00443680537775666,223,1,,,,,Hradec Kralove,east Bohemia,161854,76.3,9425,1.72,2.5,125,4085,3891,223,F,47,40,5954.0,0.0,5202.0,0.0,0.0,,
1321,365,Monthly Issuance,1993-12-12,,,,,,,3.967741935483871,1998-12-31 00:00:00.000000,466,2330729.9000000022,5001.56630901288,1176664.8999999997,1154064.9999999995,645568.0,275.0,6064.9,0.0,0.0,0.0,803.0000000000008,0.0026021462203749965,444,1,,,,,Ostrava - mesto,north Moravia,323870,100.0,10673,4.75,5.44,100,18782,18347,444,F,39,30,15090.0,1766.0,11528.0,0.0,5.0,,
1322,2476,Monthly Issuance,1993-12-12,,,,,,,6.910112359550562,1998-12-31 00:00:00.000000,268,509437.8999999995,1900.8876865671623,261944.90000000005,247493.0000000002,156970.0,0.0,4184.899999999999,0.0,256860.0,0.0,803.0000000000008,0.008214740206804407,2990,1,,,,,Ceska Lipa,north Bohemia,105058,81.0,9272,2.80,3.22,118,4340,4505,2990,F,61,60,2854.0,0.0,2854.0,0.0,0.0,,
1323,2476,Monthly Issuance,1993-12-12,,,,,,,6.910112359550562,1998-12-31 00:00:00.000000,268,509437.8999999995,1900.8876865671623,261944.90000000005,247493.0000000002,156970.0,0.0,4184.899999999999,0.0,256860.0,0.0,803.0000000000008,0.008214740206804407,2991,0,,,,,Ceska Lipa,north Bohemia,105058,81.0,9272,2.80,3.22,118,4340,4505,2991,M,58,50,2854.0,0.0,2854.0,0.0,0.0,,
1324,347,Monthly Issuance,1993-12-13,5045.0,1995-05-01,187224.0,24.0,7801.0,B,4.878306878306878,1998-12-31 00:00:00.000000,379,3945704.7000000044,10410.830343007927,2000732.4999999995,1944972.2000000004,0.0,0.0,10466.499999999998,171626.40000000002,0.0,59.8,803.0000000000008,0.0026526313537857983,424,1,,,,,Znojmo,south Moravia,114200,43.7,8403,5.74,5.72,105,2157,2718,424,M,52,50,7801.2,0.0,0.0,7801.2,0.0,,504.0
1325,1877,Monthly Issuance,1993-12-13,,,,,,,4.764857881136951,1998-12-31 00:00:00.000000,388,747053.7999999991,1925.396391752575,397807.79999999993,349245.9999999998,67088.0,0.0,8007.800000000001,0.0,389100.0,0.0,803.0000000000008,0.010719174442322642,2278,1,,,,,Sumperk,north Moravia,127369,51.2,8369,4.73,5.88,107,3736,2807,2278,M,78,70,1827.0,0.0,1827.0,0.0,0.0,,
1326,3196,Monthly Issuance,1993-12-13,,,,,,,6.1879194630872485,1998-12-31 00:00:00.000000,299,621602.0999999993,2078.9367892976566,333355.10000000003,288247.00000000006,133784.0,0.0,8475.1,0.0,324180.0,0.0,803.0000000000008,0.013634284697558148,3863,1,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,3863,F,60,60,2389.0,0.0,2389.0,0.0,0.0,,
1327,3196,Monthly Issuance,1993-12-13,,,,,,,6.1879194630872485,1998-12-31 00:00:00.000000,299,621602.0999999993,2078.9367892976566,333355.10000000003,288247.00000000006,133784.0,0.0,8475.1,0.0,324180.0,0.0,803.0000000000008,0.013634284697558148,3864,0,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,3864,M,68,60,2389.0,0.0,2389.0,0.0,0.0,,
1328,2928,Monthly Issuance,1993-12-14,,,,,,,6.701818181818182,1998-12-31 00:00:00.000000,276,649562.0999999994,2353.485869565215,338109.10000000003,311453.0,196130.0,0.0,5749.1,0.0,331860.0,0.0,803.0000000000008,0.008850731900768235,3536,1,,,,,Brno - venkov,south Moravia,157042,33.9,8743,1.88,2.43,111,3659,3894,3536,M,77,70,3566.0,0.0,3566.0,0.0,0.0,,
1329,1225,Monthly Issuance,1993-12-14,,,,,,,6.122923588039867,1998-12-31 00:00:00.000000,302,2419347.7000000025,8011.085099337756,1243144.6999999995,1176202.9999999995,0.0,0.0,12914.7,0.0,0.0,0.0,803.0000000000008,0.005338091750929388,1478,1,243.0,classic,1996-12-13,1.0,Kladno,central Bohemia,149893,67.4,9753,4.64,5.05,109,5244,5892,1478,M,30,30,,,,,,1095.0,
1330,3825,Monthly Issuance,1993-12-14,,,,,,,12.364864864864865,1998-12-18 00:00:00.000000,149,522130.6999999993,3504.232885906036,271763.50000000006,250367.2000000002,0.0,0.0,6976.5,0.0,0.0,0.0,467.2000000000003,0.013361597010097297,4609,1,,,,,Melnik,central Bohemia,94725,63.4,9920,2.26,2.87,130,4289,4846,4609,F,23,20,,,,,,,
1331,180,Weekly Issuance,1993-12-14,,,,,,,5.584848484848485,1998-12-31 00:00:00.000000,331,3209816.5,9697.33081570997,1637062.6999999995,1572753.8,0.0,0.0,12392.700000000003,0.0,0.0,18.799999999999997,1650.0,0.0038608749129428435,219,1,32.0,classic,1998-08-06,1.0,Brno - venkov,south Moravia,157042,33.9,8743,1.88,2.43,111,3659,3894,219,F,35,30,,,,,,1696.0,
1332,2813,Monthly Issuance,1993-12-15,,,,,,,3.7439024390243905,1998-12-31 00:00:00.000000,493,1879108.2000000016,3811.5784989858043,948600.2,930507.9999999991,43890.0,12485.0,7270.2,0.0,0.0,0.0,803.0000000000008,0.0038689629474236735,3397,1,,,,,Karlovy Vary,west Bohemia,122603,80.0,8991,1.39,2.01,128,5198,5273,3397,F,25,20,6771.0,0.0,798.0,0.0,227.0,,
1333,2813,Monthly Issuance,1993-12-15,,,,,,,3.7439024390243905,1998-12-31 00:00:00.000000,493,1879108.2000000016,3811.5784989858043,948600.2,930507.9999999991,43890.0,12485.0,7270.2,0.0,0.0,0.0,803.0000000000008,0.0038689629474236735,3398,0,,,,,Karlovy Vary,west Bohemia,122603,80.0,8991,1.39,2.01,128,5198,5273,3398,M,30,30,6771.0,0.0,798.0,0.0,227.0,,
1334,1605,Monthly Issuance,1993-12-16,,,,,,,4.1840909090909095,1998-12-31 00:00:00.000000,441,6027802.799999997,13668.487074829925,3038756.5999999996,2989046.200000003,191121.0,0.0,17141.599999999995,0.0,0.0,0.0,832.2000000000008,0.002843755937072129,1946,1,309.0,classic,1994-09-19,1.0,Olomouc,north Moravia,226122,62.6,8994,3.80,4.79,110,9672,9208,1946,M,64,60,3353.0,0.0,3353.0,0.0,0.0,277.0,
1335,1792,Monthly Issuance,1993-12-16,,,,,,,5.9772727272727275,1998-12-31 00:00:00.000000,309,717864.2999999996,2323.1854368932027,375109.30000000005,342754.9999999998,95872.0,0.0,5049.299999999999,0.0,369060.0,0.0,803.0000000000008,0.007033780618426076,2172,1,,,,,Melnik,central Bohemia,94725,63.4,9920,2.26,2.87,130,4289,4846,2172,F,70,70,1712.0,0.0,1712.0,0.0,0.0,,
1336,1604,Monthly Issuance,1993-12-16,,,,,,,5.26,1998-12-31 00:00:00.000000,351,2273893.600000002,6478.32934472935,1167870.5999999996,1106022.9999999995,389840.0,0.0,9100.599999999999,0.0,0.0,0.0,803.0000000000008,0.004002210129796746,1945,1,,,,,Brno - mesto,south Moravia,387570,100.0,9897,1.60,1.96,140,18721,18696,1945,M,45,40,7088.0,0.0,7088.0,0.0,0.0,,
1337,883,Monthly Issuance,1993-12-17,,,,,,,4.2298850574712645,1998-12-31 00:00:00.000000,436,2143651.000000002,4916.630733944959,1087442.9999999995,1056207.999999999,340725.0,25480.0,8212.999999999998,0.0,0.0,0.0,803.0000000000008,0.0038313139592219027,1064,1,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,1064,F,48,40,8406.0,0.0,6195.0,0.0,455.0,,
1338,441,Weekly Issuance,1993-12-17,,,,,,,4.125560538116592,1998-12-31 00:00:00.000000,447,5860452.399999999,13110.631767337807,2984001.3999999994,2876451.0,167255.0,0.0,17451.399999999994,0.0,0.0,0.0,1650.0,0.0029778247153752152,531,1,97.0,junior,1995-09-19,1.0,Plzen - jih,west Bohemia,67298,43.8,8561,0.65,1.29,110,1029,1127,531,M,23,20,8279.0,4473.0,3041.0,0.0,0.0,641.0,
1339,441,Weekly Issuance,1993-12-17,,,,,,,4.125560538116592,1998-12-31 00:00:00.000000,447,5860452.399999999,13110.631767337807,2984001.3999999994,2876451.0,167255.0,0.0,17451.399999999994,0.0,0.0,0.0,1650.0,0.0029778247153752152,532,0,,,,,Plzen - jih,west Bohemia,67298,43.8,8561,0.65,1.29,110,1029,1127,532,F,19,10,8279.0,4473.0,3041.0,0.0,0.0,,
1340,3429,Monthly Issuance,1993-12-17,,,,,,,4.754521963824289,1998-12-31 00:00:00.000000,388,769911.3999999991,1984.3077319587605,408208.39999999997,361702.99999999977,29590.0,0.0,7868.4000000000015,0.0,399840.0,0.0,803.0000000000008,0.010219877248213249,4145,1,,,,,Opava,north Moravia,182027,56.4,8746,3.33,3.74,90,4355,4433,4145,F,77,70,1864.0,0.0,1864.0,0.0,0.0,,
1341,4514,Monthly Issuance,1993-12-18,,,,,,,5.589665653495441,1998-12-31 00:00:00.000000,330,6329873.1999999955,19181.433939393926,3214507.2000000007,3115366.0000000033,0.0,0.0,16207.199999999999,0.0,0.0,0.0,803.0000000000008,0.0025604304364264373,5445,1,,,,,Jesenik,north Moravia,42821,48.4,8173,?,7.01,124,?,1358,5445,M,47,40,,,,,,,
1342,1088,Monthly Issuance,1993-12-19,,,,,,,6.126666666666667,1998-12-31 00:00:00.000000,301,656462.6999999993,2180.939202657805,341669.6999999999,314792.99999999994,166760.0,0.0,5169.700000000001,0.0,336000.0,0.0,803.0000000000008,0.007875085667472054,1306,1,,,,,Ceska Lipa,north Bohemia,105058,81.0,9272,2.80,3.22,118,4340,4505,1306,F,77,70,3032.0,0.0,3032.0,0.0,0.0,,
1343,3094,Monthly Issuance,1993-12-20,,,,,,,3.7489795918367346,1998-12-31 00:00:00.000000,491,1978756.7000000016,4030.0543788187406,1012860.7,965895.9999999991,298155.0,1176.0,10370.7,0.0,0.0,0.0,803.0000000000008,0.005241018261618517,3742,1,,,,,Breclav,south Moravia,124605,46.0,8772,4.69,4.98,126,2854,3158,3742,F,38,30,5469.0,0.0,5421.0,0.0,21.0,,
1344,3094,Monthly Issuance,1993-12-20,,,,,,,3.7489795918367346,1998-12-31 00:00:00.000000,491,1978756.7000000016,4030.0543788187406,1012860.7,965895.9999999991,298155.0,1176.0,10370.7,0.0,0.0,0.0,803.0000000000008,0.005241018261618517,3743,0,,,,,Breclav,south Moravia,124605,46.0,8772,4.69,4.98,126,2854,3158,3743,M,41,40,5469.0,0.0,5421.0,0.0,21.0,,
1345,1768,Monthly Issuance,1993-12-20,,,,,,,6.2482993197278915,1998-12-31 00:00:00.000000,295,1504303.2000000014,5099.3328813559365,777940.2000000001,726362.9999999992,0.0,0.0,10220.199999999997,0.0,0.0,0.0,803.0000000000008,0.0067939761080080055,2144,1,,,,,Cesky Krumlov,south Bohemia,58796,51.9,9045,3.13,3.6,124,1845,1879,2144,F,39,30,,,,,,,
1346,2768,Monthly Issuance,1993-12-20,,,,,,,5.6523076923076925,1998-12-31 00:00:00.000000,326,560548.8999999997,1719.4751533742321,302390.9,258158.00000000023,118525.0,0.0,7650.899999999997,0.0,0.0,0.0,803.0000000000008,0.013648943027093624,3342,1,,,,,Opava,north Moravia,182027,56.4,8746,3.33,3.74,90,4355,4433,3342,M,26,20,2155.0,0.0,2155.0,0.0,0.0,,
1347,2257,Monthly Issuance,1993-12-21,,,,,,,6.397212543554007,1998-12-31 00:00:00.000000,288,398010.7999999998,1381.9819444444438,207427.80000000008,190583.0000000002,0.0,0.0,4487.799999999999,0.0,0.0,0.0,803.0000000000008,0.011275573426650738,2732,1,,,,,Hodonin,south Moravia,161954,48.0,8720,3.73,4.5,116,3729,3651,2732,F,46,40,2005.0,0.0,2005.0,0.0,0.0,,
1348,1882,Monthly Issuance,1993-12-21,,,,,,,4.555831265508685,1998-12-31 00:00:00.000000,404,792840.0999999993,1962.4754950495033,403672.1,389167.99999999977,104885.0,3300.0,4602.100000000001,0.0,0.0,0.0,803.0000000000008,0.005804575222671009,2283,1,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,2283,M,38,30,3903.0,0.0,1907.0,0.0,60.0,,
1349,719,Monthly Issuance,1993-12-21,,,,,,,5.157303370786517,1998-12-31 00:00:00.000000,357,493428.8999999996,1382.153781512604,277120.9,216308.0000000002,109505.0,0.0,7300.899999999999,0.0,0.0,0.0,803.0000000000008,0.014796255347021637,862,1,,,,,Sokolov,west Bohemia,94812,81.8,9650,3.38,3.67,100,2985,2804,862,M,48,40,1991.0,0.0,1991.0,0.0,0.0,,
1350,5092,Monthly Issuance,1993-12-21,,,,,,,5.398809523809524,1998-12-09 00:00:00.000000,337,559506.6999999998,1660.257270029673,269693.6,289813.10000000015,73400.0,0.0,3573.6,0.0,0.0,3083.7,569.4000000000004,0.006387054882452705,6144,1,,,,,Ostrava - mesto,north Moravia,323870,100.0,10673,4.75,5.44,100,18782,18347,6144,F,43,40,,,,,,,
1351,3292,Monthly Issuance,1993-12-21,,,,,,,6.6521739130434785,1998-12-31 00:00:00.000000,277,562681.7999999997,2031.342238267147,293788.8,268893.00000000023,174350.0,0.0,4688.8,0.0,288300.0,0.0,803.0000000000008,0.008332951234605425,3983,1,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,3983,F,73,70,3170.0,0.0,3170.0,0.0,0.0,,
1352,3604,Monthly Issuance,1993-12-22,,,,,,,6.036184210526316,1998-12-31 00:00:00.000000,305,802341.4999999988,2630.6278688524553,423540.50000000006,378800.9999999997,218008.0,0.0,6340.499999999999,0.0,416700.0,0.0,803.0000000000008,0.007902495383823482,4347,1,,,,,Prerov,north Moravia,138032,64.6,8819,5.38,5.66,99,4063,4505,4347,F,73,70,3893.0,0.0,3893.0,0.0,0.0,,
1353,2733,Monthly Issuance,1993-12-22,,,,,,,5.349854227405248,1998-12-31 00:00:00.000000,344,398304.6999999998,1157.8624999999993,216566.70000000007,181738.00000000017,43680.0,0.0,6586.699999999999,0.0,0.0,0.0,803.0000000000008,0.01653683725047684,3299,1,,,,,Sumperk,north Moravia,127369,51.2,8369,4.73,5.88,107,3736,2807,3299,F,38,30,2325.0,0.0,780.0,0.0,0.0,,
1354,3669,Monthly Issuance,1993-12-22,,,,,,,4.277389277389277,1998-12-31 00:00:00.000000,430,1095918.4999999995,2548.6476744186034,557263.5000000001,538654.9999999994,115192.0,116872.0,4603.5,0.0,0.0,0.0,803.0000000000008,0.004200586083727943,4422,1,,,,,Sumperk,north Moravia,127369,51.2,8369,4.73,5.88,107,3736,2807,4422,F,56,50,5442.0,0.0,2057.0,0.0,2087.0,,
1355,1940,Monthly Issuance,1993-12-22,,,,,,,6.821561338289963,1998-12-31 00:00:00.000000,270,549713.6999999994,2035.9766666666644,284114.69999999995,265599.00000000023,173936.0,0.0,3814.7000000000003,0.0,279600.0,0.0,803.0000000000008,0.006939430470806903,2356,1,,,,,Usti nad Orlici,east Bohemia,139012,61.9,8363,2.52,3.49,108,2564,2799,2356,M,69,60,3106.0,0.0,3106.0,0.0,0.0,,
1356,1940,Monthly Issuance,1993-12-22,,,,,,,6.821561338289963,1998-12-31 00:00:00.000000,270,549713.6999999994,2035.9766666666644,284114.69999999995,265599.00000000023,173936.0,0.0,3814.7000000000003,0.0,279600.0,0.0,803.0000000000008,0.006939430470806903,2357,0,,,,,Usti nad Orlici,east Bohemia,139012,61.9,8363,2.52,3.49,108,2564,2799,2357,F,63,60,3106.0,0.0,3106.0,0.0,0.0,,
1357,3056,Monthly Issuance,1993-12-22,,,,,,,5.881410256410256,1998-12-31 00:00:00.000000,313,501123.4999999995,1601.0335463258768,267057.5,234066.00000000023,48608.0,0.0,4837.5,0.0,261120.0,0.0,803.0000000000008,0.009653309014644104,3695,1,,,,,Brno - venkov,south Moravia,157042,33.9,8743,1.88,2.43,111,3659,3894,3695,M,65,60,2901.0,0.0,2901.0,0.0,0.0,,
1358,3056,Monthly Issuance,1993-12-22,,,,,,,5.881410256410256,1998-12-31 00:00:00.000000,313,501123.4999999995,1601.0335463258768,267057.5,234066.00000000023,48608.0,0.0,4837.5,0.0,261120.0,0.0,803.0000000000008,0.009653309014644104,3696,0,,,,,Brno - venkov,south Moravia,157042,33.9,8743,1.88,2.43,111,3659,3894,3696,F,60,60,2901.0,0.0,2901.0,0.0,0.0,,
1359,1419,Monthly Issuance,1993-12-22,,,,,,,5.977198697068404,1998-12-31 00:00:00.000000,308,705547.9999999994,2290.740259740258,368770.0000000001,336777.9999999999,181775.0,0.0,5309.999999999998,0.0,363060.0,0.0,803.0000000000008,0.007526064846048749,1720,1,,,,,Decin,north Bohemia,133777,84.7,8705,5.75,7.61,116,4650,4859,1720,F,65,60,3305.0,0.0,3305.0,0.0,0.0,,
1360,1419,Monthly Issuance,1993-12-22,,,,,,,5.977198697068404,1998-12-31 00:00:00.000000,308,705547.9999999994,2290.740259740258,368770.0000000001,336777.9999999999,181775.0,0.0,5309.999999999998,0.0,363060.0,0.0,803.0000000000008,0.007526064846048749,1721,0,,,,,Decin,north Bohemia,133777,84.7,8705,5.75,7.61,116,4650,4859,1721,M,65,60,3305.0,0.0,3305.0,0.0,0.0,,
1361,2971,Weekly Issuance,1993-12-23,,,,,,,8.061674008810572,1998-12-27 00:00:00.000000,228,2477446.6999999997,10865.994298245612,1283629.7,1193817.0,0.0,0.0,9847.700000000003,0.0,0.0,0.0,1350.0,0.003974939198490125,3588,1,,,,,Sumperk,north Moravia,127369,51.2,8369,4.73,5.88,107,3736,2807,3588,F,46,40,3554.8,3554.8,0.0,0.0,0.0,,
1362,1959,Monthly Issuance,1993-12-24,,,,,,,4.994550408719346,1998-12-31 00:00:00.000000,368,800770.0999999992,2176.005706521737,416065.1,384704.99999999977,166600.0,0.0,5665.100000000001,0.0,409800.0,0.0,803.0000000000008,0.007074564847014152,2382,1,,,,,Uherske Hradiste,south Moravia,145688,40.7,8544,1.29,1.86,109,2719,2906,2382,F,72,70,3142.0,0.0,3142.0,0.0,0.0,,
1363,3164,Monthly Issuance,1993-12-24,,,,,,,5.267241379310345,1998-12-31 00:00:00.000000,349,714361.9999999992,2046.8825214899691,374996.0000000001,339365.9999999999,163405.0,0.0,4756.0,0.0,369240.0,0.0,803.0000000000008,0.006657688958819206,3826,1,,,,,Decin,north Bohemia,133777,84.7,8705,5.75,7.61,116,4650,4859,3826,M,78,70,3404.0,0.0,3404.0,0.0,0.0,,
1364,3164,Monthly Issuance,1993-12-24,,,,,,,5.267241379310345,1998-12-31 00:00:00.000000,349,714361.9999999992,2046.8825214899691,374996.0000000001,339365.9999999999,163405.0,0.0,4756.0,0.0,369240.0,0.0,803.0000000000008,0.006657688958819206,3827,0,,,,,Decin,north Bohemia,133777,84.7,8705,5.75,7.61,116,4650,4859,3827,F,76,70,3404.0,0.0,3404.0,0.0,0.0,,
1365,3197,Monthly Issuance,1993-12-25,,,,,,,6.99236641221374,1998-12-31 00:00:00.000000,263,343910.3999999998,1307.6441064638775,185919.40000000002,157991.00000000015,112448.0,0.0,4839.4,0.0,0.0,0.0,803.0000000000008,0.014071688439779672,3865,1,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,3865,M,22,20,2008.0,0.0,2008.0,0.0,0.0,,
1366,3197,Monthly Issuance,1993-12-25,,,,,,,6.99236641221374,1998-12-31 00:00:00.000000,263,343910.3999999998,1307.6441064638775,185919.40000000002,157991.00000000015,112448.0,0.0,4839.4,0.0,0.0,0.0,803.0000000000008,0.014071688439779672,3866,0,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,3866,F,22,20,2008.0,0.0,2008.0,0.0,0.0,,
1367,2770,Monthly Issuance,1993-12-25,,,,,,,3.982608695652174,1998-12-31 00:00:00.000000,461,579575.1999999993,1257.21301518438,309902.2000000002,269673.00000000023,27664.0,27664.0,7202.199999999998,0.0,0.0,0.0,803.0000000000008,0.012426687684359177,3344,1,,,,,Havlickuv Brod,east Bohemia,95907,59.1,8388,2.41,2.94,87,1658,1668,3344,M,38,30,2570.0,0.0,494.0,0.0,494.0,,
1368,7944,Monthly Issuance,1993-12-27,,,,,,,5.545454545454546,1998-12-31 00:00:00.000000,331,2623896.600000003,7927.180060422969,1368940.0,1254956.6,0.0,0.0,27720.000000000004,0.0,0.0,13.600000000000001,803.0000000000008,0.010564440687182557,9512,1,,,,,Kromeriz,south Moravia,108871,62.1,8444,3.24,3.47,106,2595,2305,9820,F,31,30,,,,,,,
1369,1080,Monthly Issuance,1993-12-27,,,,,,,5.198863636363637,1998-12-31 00:00:00.000000,353,3101951.1000000043,8787.396883852703,1602928.0999999999,1499023.000000001,346360.0,0.0,12843.100000000006,0.0,0.0,0.0,803.0000000000008,0.004140329613835624,1296,1,215.0,classic,1998-03-02,1.0,Brno - venkov,south Moravia,157042,33.9,8743,1.88,2.43,111,3659,3894,1296,F,40,40,6185.0,0.0,6185.0,0.0,0.0,1526.0,
1370,6148,Monthly Issuance,1993-12-27,6253.0,1994-11-04,59760.0,24.0,2490.0,A,4.409638554216867,1998-12-31 00:00:00.000000,416,2927453.600000003,7037.148076923084,1522645.5999999999,1404808.0000000007,431585.0,0.0,15875.6,59760.0,0.0,0.0,803.0000000000008,0.005423006533732929,7422,1,890.0,classic,1996-09-08,1.0,Ostrava - mesto,north Moravia,323870,100.0,10673,4.75,5.44,100,18782,18347,7422,M,41,40,10337.0,0.0,7847.0,2490.0,0.0,986.0,312.0
1371,6148,Monthly Issuance,1993-12-27,6253.0,1994-11-04,59760.0,24.0,2490.0,A,4.409638554216867,1998-12-31 00:00:00.000000,416,2927453.600000003,7037.148076923084,1522645.5999999999,1404808.0000000007,431585.0,0.0,15875.6,59760.0,0.0,0.0,803.0000000000008,0.005423006533732929,7423,0,,,,,Ostrava - mesto,north Moravia,323870,100.0,10673,4.75,5.44,100,18782,18347,7423,F,35,30,10337.0,0.0,7847.0,2490.0,0.0,,312.0
1372,2010,Monthly Issuance,1993-12-27,,,,,,,6.398601398601398,1998-12-31 00:00:00.000000,287,683757.2999999991,2382.4296167247358,354954.30000000016,328802.9999999999,213180.0,0.0,4954.299999999998,0.0,348900.0,0.0,803.0000000000008,0.007245699607155938,2441,1,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,2441,M,71,70,3876.0,0.0,3876.0,0.0,0.0,,
1373,2010,Monthly Issuance,1993-12-27,,,,,,,6.398601398601398,1998-12-31 00:00:00.000000,287,683757.2999999991,2382.4296167247358,354954.30000000016,328802.9999999999,213180.0,0.0,4954.299999999998,0.0,348900.0,0.0,803.0000000000008,0.007245699607155938,2442,0,,,,,Hl.m. Praha,Prague,1204953,100.0,12541,0.29,0.43,167,85677,99107,2442,F,72,70,3876.0,0.0,3876.0,0.0,0.0,,
